,Value,Years,Crime,State
3326,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3327,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3328,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3329,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3330,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3331,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3332,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3333,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3334,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3335,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3336,19,2001,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3337,15,2002,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3338,13,2003,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3339,22,2004,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3340,24,2005,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3341,32,2006,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3342,18,2007,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3343,28,2008,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3344,20,2009,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3345,30,2010,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3346,18,2011,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3347,16,2012,TOTAL CRIMES AGAINST WOMEN,D&N Haveli
3348,0,2001,RAPE,Daman & Diu
3349,0,2002,RAPE,Daman & Diu
3350,5,2003,RAPE,Daman & Diu
3351,1,2004,RAPE,Daman & Diu
3352,2,2005,RAPE,Daman & Diu
3353,3,2006,RAPE,Daman & Diu
3354,1,2007,RAPE,Daman & Diu
3355,0,2008,RAPE,Daman & Diu
3356,1,2009,RAPE,Daman & Diu
3357,1,2010,RAPE,Daman & Diu
3358,1,2011,RAPE,Daman & Diu
3359,5,2012,RAPE,Daman & Diu
3360,3,2001,KIDNAPPING & ABDUCTION,Daman & Diu
3361,2,2002,KIDNAPPING & ABDUCTION,Daman & Diu
3362,1,2003,KIDNAPPING & ABDUCTION,Daman & Diu
3363,0,2004,KIDNAPPING & ABDUCTION,Daman & Diu
3364,2,2005,KIDNAPPING & ABDUCTION,Daman & Diu
3365,1,2006,KIDNAPPING & ABDUCTION,Daman & Diu
3366,1,2007,KIDNAPPING & ABDUCTION,Daman & Diu
3367,1,2008,KIDNAPPING & ABDUCTION,Daman & Diu
3368,0,2009,KIDNAPPING & ABDUCTION,Daman & Diu
3369,2,2010,KIDNAPPING & ABDUCTION,Daman & Diu
3370,2,2011,KIDNAPPING & ABDUCTION,Daman & Diu
3371,0,2012,KIDNAPPING & ABDUCTION,Daman & Diu
3372,0,2001,DOWRY DEATH,Daman & Diu
3373,0,2002,DOWRY DEATH,Daman & Diu
3374,1,2003,DOWRY DEATH,Daman & Diu
3375,0,2004,DOWRY DEATH,Daman & Diu
3376,1,2005,DOWRY DEATH,Daman & Diu
3377,0,2006,DOWRY DEATH,Daman & Diu
3378,1,2007,DOWRY DEATH,Daman & Diu
3379,0,2008,DOWRY DEATH,Daman & Diu
3380,0,2009,DOWRY DEATH,Daman & Diu
3381,0,2010,DOWRY DEATH,Daman & Diu
3382,0,2011,DOWRY DEATH,Daman & Diu
3383,0,2012,DOWRY DEATH,Daman & Diu
3384,0,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3385,0,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3386,3,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3387,1,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3388,1,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3389,2,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3390,0,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3391,2,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3392,4,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3393,2,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3394,0,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3395,0,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Daman & Diu
3396,0,2001,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3397,0,2002,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3398,0,2003,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3399,0,2004,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3400,0,2005,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3401,0,2006,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3402,0,2007,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3403,1,2008,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3404,1,2009,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3405,0,2010,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3406,0,2011,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3407,0,2012,INSULT TO THE MODESTY OF WOMEN,Daman & Diu
3408,4,2001,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3409,3,2002,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3410,0,2003,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3411,4,2004,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3412,3,2005,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3413,2,2006,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3414,3,2007,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3415,5,2008,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3416,3,2009,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3417,3,2010,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3418,2,2011,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3419,3,2012,CRUELTY BY HUSBAND OR RELATIVES,Daman & Diu
3420,3,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3421,3,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3422,0,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3423,1,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3424,1,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3425,1,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3426,5,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3427,6,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3428,4,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3429,6,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3430,6,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3431,3,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Daman & Diu
3432,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3433,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3434,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3435,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3436,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3437,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3438,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3439,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3440,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3441,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3442,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3443,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Daman & Diu
3444,10,2001,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3445,8,2002,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3446,10,2003,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3447,7,2004,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3448,10,2005,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3449,9,2006,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3450,11,2007,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3451,15,2008,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3452,13,2009,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3453,14,2010,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3454,11,2011,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3455,11,2012,TOTAL CRIMES AGAINST WOMEN,Daman & Diu
3456,381,2001,RAPE,Delhi UT
3457,403,2002,RAPE,Delhi UT
3458,490,2003,RAPE,Delhi UT
3459,551,2004,RAPE,Delhi UT
3460,658,2005,RAPE,Delhi UT
3461,623,2006,RAPE,Delhi UT
3462,598,2007,RAPE,Delhi UT
3463,466,2008,RAPE,Delhi UT
3464,469,2009,RAPE,Delhi UT
3465,507,2010,RAPE,Delhi UT
3466,572,2011,RAPE,Delhi UT
3467,706,2012,RAPE,Delhi UT
3468,964,2001,KIDNAPPING & ABDUCTION,Delhi UT
3469,893,2002,KIDNAPPING & ABDUCTION,Delhi UT
3470,797,2003,KIDNAPPING & ABDUCTION,Delhi UT
3471,881,2004,KIDNAPPING & ABDUCTION,Delhi UT
3472,1106,2005,KIDNAPPING & ABDUCTION,Delhi UT
3473,1066,2006,KIDNAPPING & ABDUCTION,Delhi UT
3474,1167,2007,KIDNAPPING & ABDUCTION,Delhi UT
3475,1136,2008,KIDNAPPING & ABDUCTION,Delhi UT
3476,1655,2009,KIDNAPPING & ABDUCTION,Delhi UT
3477,1740,2010,KIDNAPPING & ABDUCTION,Delhi UT
3478,2085,2011,KIDNAPPING & ABDUCTION,Delhi UT
3479,2160,2012,KIDNAPPING & ABDUCTION,Delhi UT
3480,113,2001,DOWRY DEATH,Delhi UT
3481,135,2002,DOWRY DEATH,Delhi UT
3482,130,2003,DOWRY DEATH,Delhi UT
3483,126,2004,DOWRY DEATH,Delhi UT
3484,114,2005,DOWRY DEATH,Delhi UT
3485,137,2006,DOWRY DEATH,Delhi UT
3486,138,2007,DOWRY DEATH,Delhi UT
3487,129,2008,DOWRY DEATH,Delhi UT
3488,141,2009,DOWRY DEATH,Delhi UT
3489,143,2010,DOWRY DEATH,Delhi UT
3490,142,2011,DOWRY DEATH,Delhi UT
3491,134,2012,DOWRY DEATH,Delhi UT
3492,502,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3493,446,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3494,489,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3495,601,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3496,762,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3497,718,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3498,868,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3499,611,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3500,552,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3501,601,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3502,657,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3503,727,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Delhi UT
3504,90,2001,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3505,128,2002,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3506,105,2003,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3507,130,2004,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3508,225,2005,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3509,144,2006,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3510,167,2007,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3511,130,2008,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3512,118,2009,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3513,80,2010,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3514,162,2011,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3515,208,2012,INSULT TO THE MODESTY OF WOMEN,Delhi UT
3516,138,2001,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3517,135,2002,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3518,1211,2003,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3519,1254,2004,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3520,1324,2005,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3521,1728,2006,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3522,1787,2007,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3523,1387,2008,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3524,1283,2009,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3525,1404,2010,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3526,1575,2011,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3527,1985,2012,CRUELTY BY HUSBAND OR RELATIVES,Delhi UT
3528,95,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3529,69,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3530,46,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3531,123,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3532,151,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3533,112,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3534,63,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3535,60,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3536,27,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3537,28,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3538,33,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3539,24,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Delhi UT
3540,1,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3541,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3542,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3543,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3544,1,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3545,1,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3546,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3547,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3548,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3549,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3550,1,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3551,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Delhi UT
3552,2291,2001,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3553,2216,2002,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3554,3282,2003,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3555,3677,2004,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3556,4351,2005,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3557,4544,2006,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3558,4804,2007,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3559,3938,2008,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3560,4251,2009,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3561,4518,2010,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3562,5234,2011,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3563,5959,2012,TOTAL CRIMES AGAINST WOMEN,Delhi UT
3564,0,2001,RAPE,Lakshadweep
3565,1,2002,RAPE,Lakshadweep
3566,2,2003,RAPE,Lakshadweep
3567,0,2004,RAPE,Lakshadweep
3568,0,2005,RAPE,Lakshadweep
3569,0,2006,RAPE,Lakshadweep
3570,1,2007,RAPE,Lakshadweep
3571,2,2008,RAPE,Lakshadweep
3572,1,2009,RAPE,Lakshadweep
3573,0,2010,RAPE,Lakshadweep
3574,0,2011,RAPE,Lakshadweep
3575,0,2012,RAPE,Lakshadweep
3576,0,2001,KIDNAPPING & ABDUCTION,Lakshadweep
3577,0,2002,KIDNAPPING & ABDUCTION,Lakshadweep
3578,0,2003,KIDNAPPING & ABDUCTION,Lakshadweep
3579,0,2004,KIDNAPPING & ABDUCTION,Lakshadweep
3580,0,2005,KIDNAPPING & ABDUCTION,Lakshadweep
3581,0,2006,KIDNAPPING & ABDUCTION,Lakshadweep
3582,0,2007,KIDNAPPING & ABDUCTION,Lakshadweep
3583,1,2008,KIDNAPPING & ABDUCTION,Lakshadweep
3584,0,2009,KIDNAPPING & ABDUCTION,Lakshadweep
3585,0,2010,KIDNAPPING & ABDUCTION,Lakshadweep
3586,0,2011,KIDNAPPING & ABDUCTION,Lakshadweep
3587,0,2012,KIDNAPPING & ABDUCTION,Lakshadweep
3588,0,2001,DOWRY DEATH,Lakshadweep
3589,0,2002,DOWRY DEATH,Lakshadweep
3590,0,2003,DOWRY DEATH,Lakshadweep
3591,0,2004,DOWRY DEATH,Lakshadweep
3592,0,2005,DOWRY DEATH,Lakshadweep
3593,0,2006,DOWRY DEATH,Lakshadweep
3594,0,2007,DOWRY DEATH,Lakshadweep
3595,0,2008,DOWRY DEATH,Lakshadweep
3596,0,2009,DOWRY DEATH,Lakshadweep
3597,0,2010,DOWRY DEATH,Lakshadweep
3598,0,2011,DOWRY DEATH,Lakshadweep
3599,0,2012,DOWRY DEATH,Lakshadweep
3600,0,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3601,1,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3602,1,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3603,0,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3604,0,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3605,0,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3606,2,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3607,0,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3608,0,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3609,0,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3610,0,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3611,1,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Lakshadweep
3612,0,2001,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3613,0,2002,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3614,0,2003,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3615,0,2004,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3616,0,2005,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3617,0,2006,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3618,0,2007,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3619,0,2008,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3620,0,2009,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3621,0,2010,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3622,0,2011,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3623,0,2012,INSULT TO THE MODESTY OF WOMEN,Lakshadweep
3624,0,2001,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3625,0,2002,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3626,1,2003,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3627,1,2004,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3628,0,2005,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3629,1,2006,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3630,2,2007,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3631,1,2008,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3632,0,2009,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3633,0,2010,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3634,0,2011,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3635,1,2012,CRUELTY BY HUSBAND OR RELATIVES,Lakshadweep
3636,0,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3637,0,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3638,0,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3639,0,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3640,0,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3641,0,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3642,0,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3643,0,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3644,0,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3645,0,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3646,0,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3647,0,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Lakshadweep
3648,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3649,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3650,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3651,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3652,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3653,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3654,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3655,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3656,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3657,1,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3658,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3659,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Lakshadweep
3660,0,2001,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3661,2,2002,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3662,4,2003,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3663,1,2004,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3664,0,2005,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3665,1,2006,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3666,5,2007,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3667,4,2008,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3668,1,2009,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3669,1,2010,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3670,0,2011,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3671,2,2012,TOTAL CRIMES AGAINST WOMEN,Lakshadweep
3672,9,2001,RAPE,Puducherry
3673,6,2002,RAPE,Puducherry
3674,2,2003,RAPE,Puducherry
3675,4,2004,RAPE,Puducherry
3676,6,2005,RAPE,Puducherry
3677,9,2006,RAPE,Puducherry
3678,9,2007,RAPE,Puducherry
3679,8,2008,RAPE,Puducherry
3680,1,2009,RAPE,Puducherry
3681,3,2010,RAPE,Puducherry
3682,7,2011,RAPE,Puducherry
3683,13,2012,RAPE,Puducherry
3684,3,2001,KIDNAPPING & ABDUCTION,Puducherry
3685,6,2002,KIDNAPPING & ABDUCTION,Puducherry
3686,13,2003,KIDNAPPING & ABDUCTION,Puducherry
3687,8,2004,KIDNAPPING & ABDUCTION,Puducherry
3688,3,2005,KIDNAPPING & ABDUCTION,Puducherry
3689,13,2006,KIDNAPPING & ABDUCTION,Puducherry
3690,14,2007,KIDNAPPING & ABDUCTION,Puducherry
3691,9,2008,KIDNAPPING & ABDUCTION,Puducherry
3692,13,2009,KIDNAPPING & ABDUCTION,Puducherry
3693,14,2010,KIDNAPPING & ABDUCTION,Puducherry
3694,9,2011,KIDNAPPING & ABDUCTION,Puducherry
3695,16,2012,KIDNAPPING & ABDUCTION,Puducherry
3696,1,2001,DOWRY DEATH,Puducherry
3697,5,2002,DOWRY DEATH,Puducherry
3698,1,2003,DOWRY DEATH,Puducherry
3699,6,2004,DOWRY DEATH,Puducherry
3700,4,2005,DOWRY DEATH,Puducherry
3701,3,2006,DOWRY DEATH,Puducherry
3702,2,2007,DOWRY DEATH,Puducherry
3703,2,2008,DOWRY DEATH,Puducherry
3704,0,2009,DOWRY DEATH,Puducherry
3705,1,2010,DOWRY DEATH,Puducherry
3706,1,2011,DOWRY DEATH,Puducherry
3707,0,2012,DOWRY DEATH,Puducherry
3708,35,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Puducherry
3709,59,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Puducherry
3710,56,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Puducherry
